merchant_id,segment,week,health_score,survival_prob_4w,p_failure_4w,revenue_at_risk,net_revenue_at_risk,refund_rate,chargeback_rate,anomaly_score,cluster_label,umap_x,umap_y,xgb_predicted_score,risk_tier,top_driver_1,top_driver_1_val,top_driver_2,top_driver_2_val,alert_text
MID_0185,growing,24,79.53680296857998,0.5,0.5,566586.56,555339.54,0.02716,0.001,6.2,Healthy,14.3733,5.4884,79.57,Green,refund_rate,4.5855,refund_x_chargeback,1.4088,"Score driven by refund_rate (reduced risk, 4.59pts) and refund_x_chargeback (reduced risk, 1.41pts)."
MID_0186,growing,24,79.73588984380952,0.5,0.5,867115.94,849893.9,0.01223,0.001,7.05,Healthy,14.4292,5.5197,79.72,Green,refund_rate,5.0448,refund_x_chargeback,1.465,"Score driven by refund_rate (reduced risk, 5.04pts) and refund_x_chargeback (reduced risk, 1.47pts)."
MID_0187,growing,24,80.11487227070462,0.5,0.5,748896.54,733968.51,0.01,0.00294,4.05,Healthy,9.6232,6.9012,80.1,Green,refund_rate,5.0903,anomaly_score,1.8874,"Score driven by refund_rate (reduced risk, 5.09pts) and anomaly_score (reduced risk, 1.89pts)."
MID_0188,growing,24,71.63519030653471,0.5,0.5,269401.12,264126.62,0.12964,0.02039,7.59,Risky,18.5298,3.3123,71.71,Yellow,refund_rate,1.539,refund_x_chargeback,-1.5115,"Score driven by refund_rate (reduced risk, 1.54pts) and refund_x_chargeback (increased risk, 1.51pts)."
MID_0189,growing,24,81.20059071756596,0.5,0.5,101506.49,99484.09,0.01,0.001,4.08,Healthy,14.324,5.3711,81.24,Green,refund_rate,5.2118,anomaly_score,1.9672,"Score driven by refund_rate (reduced risk, 5.21pts) and anomaly_score (reduced risk, 1.97pts)."
MID_0190,growing,24,80.67132242649092,0.5,0.5,356630.61,349521.5,0.01,0.001,5.57,Healthy,14.3413,5.3893,80.69,Green,refund_rate,5.2314,anomaly_score,1.6238,"Score driven by refund_rate (reduced risk, 5.23pts) and anomaly_score (reduced risk, 1.62pts)."
MID_0191,growing,24,79.40804401974938,0.5,0.5,573539.36,562144.58,0.01,0.001,7.98,Healthy,14.3609,5.4555,79.36,Green,refund_rate,5.136,refund_x_chargeback,1.4328,"Score driven by refund_rate (reduced risk, 5.14pts) and refund_x_chargeback (reduced risk, 1.43pts)."
MID_0192,growing,24,77.04677314902281,0.5,0.5,204499.23,200490.08,0.07501,0.01182,2.59,Healthy,7.505,4.0541,77.05,Green,refund_rate,2.7562,anomaly_score,2.0306,"Score driven by refund_rate (reduced risk, 2.76pts) and anomaly_score (reduced risk, 2.03pts)."
MID_0193,growing,24,79.16842904687671,0.5,0.5,221773.71,217363.95,0.01113,0.00744,7.78,Healthy,14.2441,5.3025,79.14,Green,refund_rate,4.9895,refund_x_chargeback,1.3168,"Score driven by refund_rate (reduced risk, 4.99pts) and refund_x_chargeback (reduced risk, 1.32pts)."
MID_0194,growing,24,74.16090895397866,0.5,0.5,1499196.28,1469601.31,0.05856,0.0092,10.52,Healthy,7.8623,4.5203,74.16,Yellow,refund_rate,2.9751,gmv_trend_slope,-0.8967,"Score driven by refund_rate (reduced risk, 2.98pts) and gmv_trend_slope (increased risk, 0.90pts)."
MID_0195,growing,24,80.32145902356102,0.5,0.5,117534.64,115198.92,0.01,0.001,6.78,Risky,0.5199,3.6047,80.34,Green,refund_rate,5.253,refund_x_chargeback,1.5,"Score driven by refund_rate (reduced risk, 5.25pts) and refund_x_chargeback (reduced risk, 1.50pts)."
MID_0196,growing,24,78.23526655868638,0.5,0.5,526727.68,516310.13,0.04172,0.00958,4.45,Healthy,8.1069,4.965,78.15,Green,refund_rate,3.906,anomaly_score,1.6596,"Score driven by refund_rate (reduced risk, 3.91pts) and anomaly_score (reduced risk, 1.66pts)."
MID_0197,growing,24,78.05455359765962,0.5,0.5,440805.73,432078.17,0.03264,0.00886,6.2,Healthy,9.2508,6.582,78.14,Green,refund_rate,4.3185,anomaly_score,1.3311,"Score driven by refund_rate (reduced risk, 4.32pts) and anomaly_score (reduced risk, 1.33pts)."
MID_0198,growing,24,76.01047362623741,0.5,0.5,511545.94,501453.18,0.07805,0.01349,4.19,Healthy,7.5272,4.064,76.09,Green,refund_rate,2.4653,anomaly_score,1.7851,"Score driven by refund_rate (reduced risk, 2.47pts) and anomaly_score (reduced risk, 1.79pts)."
MID_0199,growing,24,78.21259580510332,0.5,0.5,371508.04,364111.38,0.01,0.004,11.42,Healthy,16.154,4.845,78.01,Green,refund_rate,5.0307,refund_x_chargeback,1.3893,"Score driven by refund_rate (reduced risk, 5.03pts) and refund_x_chargeback (reduced risk, 1.39pts)."
MID_0200,growing,24,80.8081930287384,0.5,0.5,229692.43,225109.54,0.01,0.00304,4.05,Healthy,14.313,5.3642,80.86,Green,refund_rate,5.2334,anomaly_score,1.9622,"Score driven by refund_rate (reduced risk, 5.23pts) and anomaly_score (reduced risk, 1.96pts)."
MID_0201,growing,24,79.07998004587196,0.5,0.5,174484.1,171033.3,0.04037,0.00366,4.47,Healthy,13.7891,5.2966,79.14,Green,refund_rate,4.0973,anomaly_score,1.6609,"Score driven by refund_rate (reduced risk, 4.10pts) and anomaly_score (reduced risk, 1.66pts)."
MID_0202,growing,24,75.55734893451765,0.5,0.5,247679.17,242743.32,0.01,0.0073,20.02,Risky,12.5787,-5.9669,75.45,Green,refund_rate,5.5209,anomaly_score,-3.1211,"Score driven by refund_rate (reduced risk, 5.52pts) and anomaly_score (increased risk, 3.12pts)."
MID_0203,growing,24,80.1442903621621,0.5,0.5,351600.95,344592.73,0.01,0.00298,6.48,Healthy,14.326,5.3802,80.18,Green,refund_rate,5.1965,refund_x_chargeback,1.4384,"Score driven by refund_rate (reduced risk, 5.20pts) and refund_x_chargeback (reduced risk, 1.44pts)."
MID_0204,growing,24,76.9673756069348,0.5,0.5,690890.16,677140.99,0.01,0.00618,13.92,Risky,15.9733,2.8403,76.95,Green,refund_rate,5.2379,refund_x_chargeback,1.2965,"Score driven by refund_rate (reduced risk, 5.24pts) and refund_x_chargeback (reduced risk, 1.30pts)."
MID_0205,growing,24,80.55377780113422,0.5,0.5,491612.61,481825.19,0.01,0.001,5.24,Healthy,14.3837,5.4619,80.52,Green,refund_rate,5.0864,anomaly_score,1.6376,"Score driven by refund_rate (reduced risk, 5.09pts) and anomaly_score (reduced risk, 1.64pts)."
MID_0206,growing,24,74.21009188145578,0.5,0.5,405668.87,397602.04,0.01,0.01082,22.99,Risky,12.559,-5.9819,74.21,Yellow,refund_rate,5.3025,anomaly_score,-3.2927,"Score driven by refund_rate (reduced risk, 5.30pts) and anomaly_score (increased risk, 3.29pts)."
MID_0207,growing,24,76.61082909083535,0.5,0.5,753756.08,738877.82,0.06114,0.00851,6.09,Healthy,7.7236,4.2411,76.5,Green,refund_rate,3.0694,anomaly_score,1.3143,"Score driven by refund_rate (reduced risk, 3.07pts) and anomaly_score (reduced risk, 1.31pts)."
MID_0208,growing,24,81.34079206464145,0.5,0.5,87386.99,85642.43,0.01,0.001,3.56,Healthy,14.3245,5.371,81.32,Green,refund_rate,5.2207,anomaly_score,2.0759,"Score driven by refund_rate (reduced risk, 5.22pts) and anomaly_score (reduced risk, 2.08pts)."
MID_0209,growing,24,75.76436300786908,0.5,0.5,296860.8,291020.02,0.08339,0.01156,4.6,Healthy,7.5197,4.0083,75.75,Green,refund_rate,2.3494,anomaly_score,1.5873,"Score driven by refund_rate (reduced risk, 2.35pts) and anomaly_score (reduced risk, 1.59pts)."
MID_0210,growing,24,78.59202229237052,0.5,0.5,613182.37,600972.76,0.01,0.00565,9.69,Healthy,9.808,7.1168,78.62,Green,refund_rate,4.9685,refund_x_chargeback,1.3535,"Score driven by refund_rate (reduced risk, 4.97pts) and refund_x_chargeback (reduced risk, 1.35pts)."
MID_0211,growing,24,72.49481072802627,0.5,0.5,809299.73,793414.52,0.11599,0.01537,8.09,Risky,18.57,3.2623,72.48,Yellow,refund_rate,1.826,anomaly_score,0.9832,"Score driven by refund_rate (reduced risk, 1.83pts) and anomaly_score (reduced risk, 0.98pts)."
MID_0212,growing,24,80.11438803000657,0.5,0.5,297516.33,291604.63,0.01872,0.001,5.35,Healthy,14.3174,5.4137,80.14,Green,refund_rate,4.8007,anomaly_score,1.6264,"Score driven by refund_rate (reduced risk, 4.80pts) and anomaly_score (reduced risk, 1.63pts)."
MID_0213,growing,24,68.87876475178756,0.5,0.5,266038.85,260848.56,0.154,0.02053,12.34,Risky,2.9097,7.664,68.83,Yellow,refund_x_chargeback,-2.2888,refund_rate,0.6878,"Score driven by refund_x_chargeback (increased risk, 2.29pts) and refund_rate (reduced risk, 0.69pts)."
MID_0214,growing,24,80.48735270889544,0.5,0.5,132116.81,129482.21,0.01,0.00388,5.2,Healthy,14.2628,5.3123,80.55,Green,refund_rate,5.2425,anomaly_score,1.6488,"Score driven by refund_rate (reduced risk, 5.24pts) and anomaly_score (reduced risk, 1.65pts)."
MID_0215,growing,24,78.91754941135379,0.5,0.5,211453.29,207260.72,0.04376,0.00365,4.28,Healthy,13.7737,5.2895,78.84,Green,refund_rate,3.9841,anomaly_score,1.7313,"Score driven by refund_rate (reduced risk, 3.98pts) and anomaly_score (reduced risk, 1.73pts)."
MID_0216,growing,24,78.93897239328632,0.5,0.5,575725.38,564249.84,0.01,0.00387,8.52,Healthy,9.8345,7.179,79.01,Green,refund_rate,5.1382,refund_x_chargeback,1.3908,"Score driven by refund_rate (reduced risk, 5.14pts) and refund_x_chargeback (reduced risk, 1.39pts)."
MID_0217,growing,24,81.36860611956195,0.5,0.5,227257.63,222738.19,0.01,0.001,3.35,Healthy,14.3279,5.3758,81.29,Green,refund_rate,5.0973,anomaly_score,2.0908,"Score driven by refund_rate (reduced risk, 5.10pts) and anomaly_score (reduced risk, 2.09pts)."
MID_0218,growing,24,75.23919618150194,0.5,0.5,900266.12,882486.31,0.0687,0.01155,6.19,Healthy,7.6395,4.2301,75.24,Green,refund_rate,2.787,anomaly_score,1.2493,"Score driven by refund_rate (reduced risk, 2.79pts) and anomaly_score (reduced risk, 1.25pts)."
MID_0219,growing,24,80.68687173227114,0.5,0.5,430503.02,421916.8,0.01,0.00174,4.79,Healthy,14.3786,5.4611,80.66,Green,refund_rate,5.2192,anomaly_score,1.683,"Score driven by refund_rate (reduced risk, 5.22pts) and anomaly_score (reduced risk, 1.68pts)."
MID_0220,growing,24,77.98727623502316,0.5,0.5,179445.05,175906.14,0.06422,0.00992,1.65,Healthy,8.0271,4.7279,77.87,Green,refund_rate,3.0634,anomaly_score,2.1343,"Score driven by refund_rate (reduced risk, 3.06pts) and anomaly_score (reduced risk, 2.13pts)."
MID_0221,growing,24,78.57438298680877,0.5,0.5,171289.49,167905.16,0.05039,0.00884,2.81,Healthy,13.5929,5.1889,78.76,Green,refund_rate,3.9073,anomaly_score,2.1093,"Score driven by refund_rate (reduced risk, 3.91pts) and anomaly_score (reduced risk, 2.11pts)."
MID_0222,growing,24,80.49269583752252,0.5,0.5,743375.2,728579.85,0.01,0.00192,5.53,Healthy,14.3924,5.468,80.52,Green,refund_rate,5.069,anomaly_score,1.6354,"Score driven by refund_rate (reduced risk, 5.07pts) and anomaly_score (reduced risk, 1.64pts)."
MID_0223,growing,24,80.17385381941291,0.5,0.5,790470.21,774715.04,0.01,0.00114,5.76,Healthy,14.3961,5.4761,80.13,Green,refund_rate,5.1773,anomaly_score,1.5265,"Score driven by refund_rate (reduced risk, 5.18pts) and anomaly_score (reduced risk, 1.53pts)."
MID_0224,growing,24,79.3723668963655,0.5,0.5,509410.38,499289.95,0.01365,0.00606,6.41,Healthy,9.6303,6.7707,79.34,Green,refund_rate,4.9797,refund_x_chargeback,1.3525,"Score driven by refund_rate (reduced risk, 4.98pts) and refund_x_chargeback (reduced risk, 1.35pts)."
MID_0225,growing,24,79.83650975705244,0.5,0.5,888137.05,870433.34,0.01,0.001,7.07,Healthy,14.4033,5.4761,79.81,Green,refund_rate,5.1454,refund_x_chargeback,1.4606,"Score driven by refund_rate (reduced risk, 5.15pts) and refund_x_chargeback (reduced risk, 1.46pts)."
MID_0226,growing,24,75.92033664905628,0.5,0.5,397572.71,389754.34,0.08004,0.01132,4.43,Healthy,7.6256,4.01,75.92,Green,refund_rate,2.4658,anomaly_score,1.5677,"Score driven by refund_rate (reduced risk, 2.47pts) and anomaly_score (reduced risk, 1.57pts)."
MID_0227,growing,24,80.38522385235274,0.5,0.5,321295.98,314947.32,0.02385,0.00528,2.4,Healthy,17.4479,9.799,80.35,Green,refund_rate,4.6263,anomaly_score,2.167,"Score driven by refund_rate (reduced risk, 4.63pts) and anomaly_score (reduced risk, 2.17pts)."
MID_0228,growing,24,81.02353787363955,0.5,0.5,457571.28,448462.01,0.01,0.001,3.91,Healthy,14.3402,5.3974,81.02,Green,refund_rate,5.207,anomaly_score,2.0019,"Score driven by refund_rate (reduced risk, 5.21pts) and anomaly_score (reduced risk, 2.00pts)."
MID_0229,growing,24,81.2710362536052,0.5,0.5,213071.0,208829.74,0.01,0.001,3.44,Healthy,14.2779,5.3204,81.23,Green,refund_rate,5.0961,anomaly_score,2.0912,"Score driven by refund_rate (reduced risk, 5.10pts) and anomaly_score (reduced risk, 2.09pts)."
MID_0230,growing,24,77.60810733575721,0.5,0.5,554094.49,543215.59,0.03242,0.01058,7.47,Healthy,9.3938,6.6108,77.58,Green,refund_rate,4.2838,refund_x_chargeback,1.046,"Score driven by refund_rate (reduced risk, 4.28pts) and refund_x_chargeback (reduced risk, 1.05pts)."
MID_0231,growing,24,79.31398109988092,0.5,0.5,471653.95,462301.44,0.01,0.00282,8.98,Healthy,14.3268,5.3832,79.38,Green,refund_rate,5.1767,refund_x_chargeback,1.4105,"Score driven by refund_rate (reduced risk, 5.18pts) and refund_x_chargeback (reduced risk, 1.41pts)."
MID_0232,growing,24,73.80067740121052,0.5,0.5,389823.8,382148.48,0.0751,0.01584,10.48,Healthy,13.628,12.7197,73.75,Yellow,refund_rate,2.847,refund_x_chargeback,0.2004,"Score driven by refund_rate (reduced risk, 2.85pts) and refund_x_chargeback (reduced risk, 0.20pts)."
MID_0233,growing,24,79.5681931966704,0.5,0.5,356006.57,348912.6,0.01,0.00467,7.3,Healthy,14.2979,5.3438,79.57,Green,refund_rate,5.1651,refund_x_chargeback,1.3745,"Score driven by refund_rate (reduced risk, 5.17pts) and refund_x_chargeback (reduced risk, 1.37pts)."
MID_0234,growing,24,73.20407170008697,0.5,0.5,646928.54,634196.96,0.08665,0.0169,10.29,Healthy,7.6029,4.2908,73.14,Yellow,refund_rate,2.5187,anomaly_score,0.3463,"Score driven by refund_rate (reduced risk, 2.52pts) and anomaly_score (reduced risk, 0.35pts)."
MID_0235,growing,24,80.5391632150538,0.5,0.5,264145.49,258902.9,0.01842,0.00521,2.68,Healthy,14.2817,5.3512,80.55,Green,refund_rate,4.8608,anomaly_score,2.1261,"Score driven by refund_rate (reduced risk, 4.86pts) and anomaly_score (reduced risk, 2.13pts)."
MID_0236,growing,24,74.41103535091187,0.5,0.5,176429.48,172951.57,0.08005,0.01628,8.48,Healthy,7.501,4.0583,74.46,Yellow,refund_rate,2.592,anomaly_score,0.7599,"Score driven by refund_rate (reduced risk, 2.59pts) and anomaly_score (reduced risk, 0.76pts)."
MID_0237,growing,24,81.02788161824441,0.5,0.5,206122.35,202020.6,0.01,0.00371,3.25,Healthy,14.3129,5.3526,81.0,Green,refund_rate,5.1193,anomaly_score,2.0695,"Score driven by refund_rate (reduced risk, 5.12pts) and anomaly_score (reduced risk, 2.07pts)."
MID_0238,growing,24,78.80085023049283,0.5,0.5,820578.53,804245.18,0.01,0.001,9.37,Healthy,14.4034,5.4812,78.85,Green,refund_rate,5.1173,refund_x_chargeback,1.4268,"Score driven by refund_rate (reduced risk, 5.12pts) and refund_x_chargeback (reduced risk, 1.43pts)."
MID_0239,growing,24,76.46074742043884,0.5,0.5,116468.62,114173.99,0.05614,0.01133,7.76,Healthy,13.5906,12.9427,76.36,Green,refund_rate,3.3825,anomaly_score,0.8658,"Score driven by refund_rate (reduced risk, 3.38pts) and anomaly_score (reduced risk, 0.87pts)."
MID_0240,growing,24,68.48438669799924,0.5,0.5,418108.71,409966.91,0.154,0.02258,12.83,Risky,2.8655,7.7507,68.43,Yellow,refund_x_chargeback,-2.5234,refund_rate,0.6366,"Score driven by refund_x_chargeback (increased risk, 2.52pts) and refund_rate (reduced risk, 0.64pts)."
MID_0241,growing,24,70.3550321785182,0.5,0.5,315258.09,309097.59,0.11945,0.02056,13.02,Healthy,13.1558,11.9222,70.37,Yellow,refund_rate,1.9673,refund_x_chargeback,-1.5842,"Score driven by refund_rate (reduced risk, 1.97pts) and refund_x_chargeback (increased risk, 1.58pts)."
MID_0242,growing,24,76.41580559151318,0.5,0.5,416575.35,408370.61,0.07576,0.01238,3.83,Healthy,7.5753,4.0818,76.44,Green,refund_rate,2.6773,anomaly_score,1.8526,"Score driven by refund_rate (reduced risk, 2.68pts) and anomaly_score (reduced risk, 1.85pts)."
MID_0243,growing,24,79.15521888017864,0.5,0.5,182983.4,179371.78,0.04473,0.00132,4.72,Healthy,13.6991,5.2606,79.19,Green,refund_rate,4.012,anomaly_score,1.6248,"Score driven by refund_rate (reduced risk, 4.01pts) and anomaly_score (reduced risk, 1.62pts)."
MID_0244,growing,24,79.70736084513763,0.5,0.5,693729.25,679928.45,0.01773,0.00194,5.3,Healthy,14.3562,5.4454,79.69,Green,refund_rate,4.7989,anomaly_score,1.6027,"Score driven by refund_rate (reduced risk, 4.80pts) and anomaly_score (reduced risk, 1.60pts)."
MID_0245,growing,24,76.74496515722937,0.5,0.5,493679.7,483939.39,0.07695,0.0087,3.85,Healthy,7.5492,4.0737,76.84,Green,refund_rate,2.7345,anomaly_score,1.8101,"Score driven by refund_rate (reduced risk, 2.73pts) and anomaly_score (reduced risk, 1.81pts)."
MID_0246,growing,24,79.00253470914467,0.5,0.5,1478422.54,1448984.29,0.01,0.001,9.56,Healthy,14.4248,5.4545,78.98,Green,refund_rate,5.0244,refund_x_chargeback,1.4541,"Score driven by refund_rate (reduced risk, 5.02pts) and refund_x_chargeback (reduced risk, 1.45pts)."
MID_0247,growing,24,73.51532154280393,0.5,0.5,240877.85,236158.88,0.09341,0.01487,9.32,Healthy,13.4114,12.456,73.51,Yellow,refund_rate,2.3346,anomaly_score,0.6134,"Score driven by refund_rate (reduced risk, 2.33pts) and anomaly_score (reduced risk, 0.61pts)."
MID_0248,growing,24,78.23516132436666,0.5,0.5,1078111.93,1056645.0,0.01,0.00373,10.41,Healthy,9.8707,7.1845,78.39,Green,refund_rate,5.0821,refund_x_chargeback,1.3973,"Score driven by refund_rate (reduced risk, 5.08pts) and refund_x_chargeback (reduced risk, 1.40pts)."
MID_0249,growing,24,76.82067498217842,0.5,0.5,466861.78,457652.79,0.07452,0.00781,3.7,Healthy,7.5785,4.0656,76.81,Green,refund_rate,2.728,anomaly_score,1.784,"Score driven by refund_rate (reduced risk, 2.73pts) and anomaly_score (reduced risk, 1.78pts)."
MID_0250,growing,24,64.65506169203792,0.5,0.5,1757145.1,1722887.71,0.154,0.02865,22.95,Risky,2.7037,7.9272,64.73,Yellow,refund_x_chargeback,-3.5023,anomaly_score,-2.695,"Score driven by refund_x_chargeback (increased risk, 3.50pts) and anomaly_score (increased risk, 2.69pts)."
MID_0251,stable,24,74.35522645739239,0.5,0.5,663797.59,650610.75,0.0287,0.01032,15.08,Healthy,13.2222,14.0524,74.34,Yellow,refund_rate,4.5174,anomaly_score,-1.3449,"Score driven by refund_rate (reduced risk, 4.52pts) and anomaly_score (increased risk, 1.34pts)."
MID_0252,stable,24,65.61134106071141,0.5,0.5,588923.79,577542.15,0.1695,0.03596,11.61,Healthy,4.7879,7.7129,65.61,Yellow,refund_x_chargeback,-2.8279,refund_rate,-1.4432,"Score driven by refund_x_chargeback (increased risk, 2.83pts) and refund_rate (increased risk, 1.44pts)."
MID_0253,stable,24,73.70585174570087,0.5,0.5,263232.55,258071.45,0.0867,0.01807,8.53,Healthy,7.3706,8.2337,73.61,Yellow,refund_rate,2.4679,anomaly_score,0.7979,"Score driven by refund_rate (reduced risk, 2.47pts) and anomaly_score (reduced risk, 0.80pts)."
MID_0254,stable,24,74.4585008629126,0.5,0.5,297301.03,291406.97,0.04613,0.01525,14.39,Healthy,8.9573,7.47,74.56,Yellow,refund_rate,4.1383,anomaly_score,-0.9921,"Score driven by refund_rate (reduced risk, 4.14pts) and anomaly_score (increased risk, 0.99pts)."
MID_0255,stable,24,76.63443639719678,0.5,0.5,0.0,0.0,0.09267,0.0,5.86,Risky,-5.5028,4.5062,76.72,Green,refund_rate,2.4591,anomaly_score,1.4754,"Score driven by refund_rate (reduced risk, 2.46pts) and anomaly_score (reduced risk, 1.48pts)."
MID_0256,stable,24,78.24137607045895,0.5,0.5,241903.13,237112.58,0.04315,0.00914,4.99,Risky,0.5278,3.6661,78.24,Green,refund_rate,3.9644,anomaly_score,1.4878,"Score driven by refund_rate (reduced risk, 3.96pts) and anomaly_score (reduced risk, 1.49pts)."
MID_0257,stable,24,76.82844253282121,0.5,0.5,310553.63,304456.35,0.0583,0.01145,5.77,Healthy,13.6832,13.5982,76.71,Green,refund_rate,3.0738,anomaly_score,1.3431,"Score driven by refund_rate (reduced risk, 3.07pts) and anomaly_score (reduced risk, 1.34pts)."
MID_0258,stable,24,59.60332915769329,0.5,0.5,241742.92,237107.01,0.2148,0.04499,23.39,Healthy,4.2903,8.5912,59.64,Yellow,refund_rate,-5.7417,anomaly_score,-3.8896,"Score driven by refund_rate (increased risk, 5.74pts) and anomaly_score (increased risk, 3.89pts)."
MID_0259,stable,24,77.21719216476822,0.5,0.5,197174.67,193256.99,0.01884,0.00214,14.82,Risky,0.9541,3.5301,77.2,Green,refund_rate,5.3087,refund_x_chargeback,1.382,"Score driven by refund_rate (reduced risk, 5.31pts) and refund_x_chargeback (reduced risk, 1.38pts)."
MID_0260,stable,24,77.39539550729825,0.5,0.5,300286.74,294322.85,0.03311,0.00642,8.91,Risky,0.5901,3.6243,77.32,Green,refund_rate,4.3017,refund_x_chargeback,0.9885,"Score driven by refund_rate (reduced risk, 4.30pts) and refund_x_chargeback (reduced risk, 0.99pts)."
MID_0261,stable,24,79.656914003783,0.5,0.5,251300.83,246309.91,0.03075,0.0049,2.96,Healthy,12.0856,4.2736,79.61,Green,refund_rate,4.4131,anomaly_score,1.9833,"Score driven by refund_rate (reduced risk, 4.41pts) and anomaly_score (reduced risk, 1.98pts)."
MID_0262,stable,24,66.04617300130361,0.5,0.5,237270.55,232711.51,0.18882,0.03788,11.58,Healthy,4.5329,7.9174,66.04,Yellow,refund_rate,-3.3374,refund_x_chargeback,-1.9029,"Score driven by refund_rate (increased risk, 3.34pts) and refund_x_chargeback (increased risk, 1.90pts)."
MID_0263,stable,24,77.14098686507904,0.5,0.5,143316.82,140488.15,0.05873,0.00938,5.29,Risky,0.594,3.7294,77.18,Green,refund_rate,3.1458,anomaly_score,1.4557,"Score driven by refund_rate (reduced risk, 3.15pts) and anomaly_score (reduced risk, 1.46pts)."
MID_0264,stable,24,69.28889788622861,0.5,0.5,561083.99,550097.23,0.1069,0.02913,14.1,Healthy,12.9854,12.8366,69.32,Yellow,refund_rate,2.1922,refund_x_chargeback,-2.0696,"Score driven by refund_rate (reduced risk, 2.19pts) and refund_x_chargeback (increased risk, 2.07pts)."
MID_0265,stable,24,60.19179092756697,0.5,0.5,237710.05,233159.75,0.21478,0.0495,19.55,Healthy,12.5506,11.387,60.1,Yellow,refund_rate,-5.7332,anomaly_score,-3.6061,"Score driven by refund_rate (increased risk, 5.73pts) and anomaly_score (increased risk, 3.61pts)."
MID_0266,stable,24,72.2461627011126,0.5,0.5,265598.52,260425.1,0.10644,0.02488,6.92,Healthy,13.711,12.7251,72.27,Yellow,refund_rate,2.1116,refund_x_chargeback,-1.573,"Score driven by refund_rate (reduced risk, 2.11pts) and refund_x_chargeback (increased risk, 1.57pts)."
MID_0267,stable,24,75.79129967377695,0.5,0.5,0.0,0.0,0.10173,0.0,7.14,Healthy,5.8071,5.0743,75.57,Green,refund_rate,2.2361,anomaly_score,1.2177,"Score driven by refund_rate (reduced risk, 2.24pts) and anomaly_score (reduced risk, 1.22pts)."
MID_0268,stable,24,79.23996837017387,0.5,0.5,343141.12,336313.91,0.01309,0.00359,7.38,Healthy,11.9931,4.1103,79.26,Green,refund_rate,5.05,refund_x_chargeback,1.3503,"Score driven by refund_rate (reduced risk, 5.05pts) and refund_x_chargeback (reduced risk, 1.35pts)."
MID_0269,stable,24,78.19261935890948,0.5,0.5,256166.66,251090.23,0.03915,0.00998,5.71,Healthy,8.9521,7.0115,78.09,Green,refund_rate,3.941,anomaly_score,1.4714,"Score driven by refund_rate (reduced risk, 3.94pts) and anomaly_score (reduced risk, 1.47pts)."
MID_0270,stable,24,75.57440984201321,0.5,0.5,514145.39,503972.15,0.04098,0.00873,10.98,Healthy,12.9823,13.73,75.55,Green,refund_rate,3.7636,refund_x_chargeback,0.9811,"Score driven by refund_rate (reduced risk, 3.76pts) and refund_x_chargeback (reduced risk, 0.98pts)."
MID_0271,stable,24,61.35395312392289,0.5,0.5,255783.11,250875.39,0.21473,0.05071,15.85,Healthy,4.053,8.2202,61.46,Yellow,refund_rate,-5.3926,anomaly_score,-1.8274,"Score driven by refund_rate (increased risk, 5.39pts) and anomaly_score (increased risk, 1.83pts)."
MID_0272,stable,24,76.98410448308283,0.5,0.5,258959.13,253803.62,0.01555,0.00677,14.51,Risky,0.5317,3.6466,77.0,Green,refund_rate,5.2197,refund_x_chargeback,1.2875,"Score driven by refund_rate (reduced risk, 5.22pts) and refund_x_chargeback (reduced risk, 1.29pts)."
MID_0273,stable,24,72.06509017397725,0.5,0.5,474445.45,465189.58,0.10696,0.02434,4.43,Healthy,6.7941,6.4256,72.11,Yellow,refund_rate,1.8442,anomaly_score,1.7949,"Score driven by refund_rate (reduced risk, 1.84pts) and anomaly_score (reduced risk, 1.79pts)."
MID_0274,stable,24,64.95302218173327,0.5,0.5,278268.93,272880.22,0.15638,0.03662,19.71,Healthy,5.2078,7.845,64.85,Yellow,refund_x_chargeback,-3.3428,anomaly_score,-2.7001,"Score driven by refund_x_chargeback (increased risk, 3.34pts) and anomaly_score (increased risk, 2.70pts)."
MID_0275,stable,24,75.58775308919434,0.5,0.5,180647.79,177060.39,0.03835,0.00602,14.68,Risky,1.2224,3.4672,75.61,Green,refund_rate,4.4221,refund_x_chargeback,1.0158,"Score driven by refund_rate (reduced risk, 4.42pts) and refund_x_chargeback (reduced risk, 1.02pts)."
MID_0276,stable,24,79.07383225246645,0.5,0.5,207525.32,203398.16,0.01,0.00836,7.84,Healthy,11.8975,4.2555,79.05,Green,refund_rate,4.8862,refund_x_chargeback,1.3027,"Score driven by refund_rate (reduced risk, 4.89pts) and refund_x_chargeback (reduced risk, 1.30pts)."
MID_0277,stable,24,76.84384580700025,0.5,0.5,222530.46,218124.66,0.03928,0.01314,7.92,Healthy,13.3198,14.0153,76.87,Green,refund_rate,4.016,refund_x_chargeback,0.9193,"Score driven by refund_rate (reduced risk, 4.02pts) and refund_x_chargeback (reduced risk, 0.92pts)."
MID_0278,stable,24,76.13270259368873,0.5,0.5,318661.59,312329.13,0.02621,0.001,16.48,Risky,0.948,3.6119,76.18,Green,refund_rate,5.0269,anomaly_score,-1.6284,"Score driven by refund_rate (reduced risk, 5.03pts) and anomaly_score (increased risk, 1.63pts)."
MID_0279,stable,24,73.17180168049202,0.5,0.5,392897.66,385199.78,0.09952,0.01928,5.76,Healthy,13.487,12.9787,73.23,Yellow,refund_rate,2.3632,anomaly_score,1.6469,"Score driven by refund_rate (reduced risk, 2.36pts) and anomaly_score (reduced risk, 1.65pts)."
